,Item,Receipts,Inv_Adj,Aftr_adj_Qty,Cost,Sales_Qty,year,month
7314,Windtech 20/421-11,0.0,0.0,0.0,0.0,1.0,2020,4
7315,Windtech 20/421-12,0.0,0.0,0.0,0.0,1.0,2020,4
7316,mWave WBG-4,0.0,0.0,0.0,0.0,1.0,2020,4
7317,Audio-Technica AT8004,0.0,0.0,0.0,0.0,2.0,2020,4
7318,Audio-Technica ATH-M70X,3.0,0.0,3.0,532.95,0.0,2020,4
7319,Audio-Technica BPHS1,1.0,0.0,1.0,225.3,2.0,2020,4
7320,AudioScience CBL4022,0.0,0.0,0.0,0.0,1.0,2020,4
7321,Bescor TH770,0.0,0.0,0.0,0.0,2.0,2020,4
7322,Bird 1000E-400,1.0,0.0,1.0,0.0,1.0,2020,4
7323,Bird 100E-400,1.0,0.0,1.0,0.0,1.0,2020,4
7324,Calrad 55-668-6,0.0,0.0,0.0,0.0,2.0,2020,4
7325,Commercial Radio CDM TYPE 291 .0005,0.0,0.0,0.0,0.0,1.0,2020,4
7326,Commercial Radio CDM TYPE 291 .001,0.0,0.0,0.0,0.0,1.0,2020,4
7327,Commercial Radio CDM Type 292 .0024,0.0,0.0,0.0,0.0,1.0,2020,4
7328,Crown CDi4000,1.0,0.0,1.0,1818.2,0.0,2020,4
7329,Hosa Technology CMP-153,0.0,0.0,0.0,0.0,2.0,2020,4
7330,Hosa Technology CSS-103,0.0,12.0,12.0,35.400000000000006,0.0,2020,4
7331,Hosa Technology MCL-105,0.0,12.0,12.0,68.4,0.0,2020,4
7332,Kathrein PDL2-55/50 POWER DIVIDER 147-230 MHz,1.0,0.0,1.0,0.0,1.0,2020,4
7333,Neumann EA 4,1.0,0.0,1.0,100.8,0.0,2020,4
7334,Neumann KH 120 A G US,2.0,0.0,2.0,1018.8,0.0,2020,4
7335,Neumann KH 80 DSP A G US,4.0,0.0,4.0,1436.4,0.0,2020,4
7336,Neumann NDH 20,6.0,0.0,6.0,2154.6000000000004,0.0,2020,4
7337,Pelican 1535AIR - 015350-0001-110,0.0,1.0,1.0,143.82,2.0,2020,4
7338,Pelican 1555NF - 015550-0010-110,0.0,-3.0,-3.0,-328.79999999999995,0.0,2020,4
7339,Presonus AudioBox 96 Studio,0.0,-1.0,-1.0,-147.0,0.0,2020,4
7340,RFS APD70-D-35XH0R00S0,0.0,0.0,0.0,0.0,1.0,2020,4
7341,RFS HOIST1-78L,0.0,-1.0,-1.0,-10.89,0.0,2020,4
7342,RFS NMNMS12-500FFP,5.0,0.0,5.0,611.7,1.0,2020,4
7343,RODE Blimp,3.0,0.0,3.0,489.0,0.0,2020,4
7344,RODE Boompole,3.0,0.0,3.0,231.0,0.0,2020,4
7345,RODE Boompole Pro,2.0,0.0,2.0,326.0,0.0,2020,4
7346,RODE Complete Studio Kit,1.0,0.0,1.0,253.0,0.0,2020,4
7347,RODE RODECaster Pro (B-Stock),0.0,-1.0,-1.0,0.0,0.0,2020,4
7348,RODE RODElink Performer Kit,1.0,0.0,1.0,376.0,0.0,2020,4
7349,RODE SMR,0.0,0.0,0.0,0.0,1.0,2020,4
7350,Rapco C5E.e 24 pair Cat5E cable- per ft,0.0,0.0,0.0,0.0,250.0,2020,4
7351,Rode PSA1,0.0,30.0,30.0,1878.3,0.0,2020,4
7352,Rode RodeCaster Pro,0.0,-1.0,-1.0,-400.06,0.0,2020,4
7353,SKB 3RR-11U20-22B,12.0,0.0,12.0,16663.56,0.0,2020,4
7354,SKB 3SKB-LSB,12.0,0.0,12.0,954.0,12.0,2020,4
7355,Shure SE215-K+UNI,1.0,-1.0,0.0,63.0,0.0,2020,4
7356,Shure SE215-K+UNI  B-Stock,0.0,1.0,1.0,56.7,0.0,2020,4
7357,SlingStudio Bag,0.0,0.0,0.0,0.0,1.0,2020,4
7358,SlingStudio Battery,0.0,0.0,0.0,0.0,4.0,2020,4
7359,SlingStudio Camera Link,0.0,0.0,0.0,0.0,9.0,2020,4
7360,SlingStudio Hub,0.0,0.0,0.0,0.0,3.0,2020,4
7361,SlingStudio USB Expander,0.0,0.0,0.0,0.0,4.0,2020,4
7362,StreamEye 20,0.0,0.0,0.0,0.0,2.0,2020,4
7363,Andrew 78EZNM,0.0,0.0,0.0,0.0,1.0,2020,4
7364,Andrew F4PNMV2-HC,0.0,0.0,0.0,0.0,2.0,2020,4
7365,Andrew L4TNM-PSA,0.0,0.0,0.0,0.0,2.0,2020,4
7366,Angry Audio 991004,6.0,0.0,6.0,1381.8000000000002,0.0,2020,4
7367,BW Broadcast TX300 V2 Demo,1.0,0.0,1.0,3612.6,0.0,2020,4
7368,Barix AG Exstreamer 100,0.0,0.0,0.0,0.0,1.0,2020,4
7369,Barix AG Exstreamer 110,0.0,0.0,0.0,0.0,1.0,2020,4
7370,Broadcast Tools RA-1,0.0,0.0,0.0,0.0,1.0,2020,4
7371,Comrex Polycom VVX201 IP Phone,0.0,0.0,0.0,0.0,1.0,2020,4
7372,Dbx 231s,2.0,0.0,2.0,310.3,0.0,2020,4
7373,Dbx 286s,100.0,0.0,100.0,13741.0,0.0,2020,4
7374,Dbx RTA-M,4.0,0.0,4.0,246.52,0.0,2020,4
7375,Eupen 7/16M50V12N1,2.0,0.0,2.0,14.42,2.0,2020,4
7376,Eupen EC4-50,16.0,0.0,16.0,9.12,16.0,2020,4
7377,Eupen EC5-50-A,36.0,0.0,36.0,87.12,16.0,2020,4
7378,Eupen EIA78CH,3.0,0.0,3.0,53.58,3.0,2020,4
7379,Eupen EIA78V78N,3.0,0.0,3.0,192.12,3.0,2020,4
7380,Genelec 8010AP,14.0,0.0,14.0,3594.5,0.0,2020,4
7381,Genelec M030AM,2.0,0.0,2.0,715.0,0.0,2020,4
7382,Kathrein CL-24/VRM/50N,0.0,0.0,0.0,0.0,1.0,2020,4
7383,Kathrein HDCA-5CP/RM/50N 93 MHz YAGI ANTENNA,0.0,0.0,0.0,0.0,1.0,2020,4
7384,Kathrein MKPS-1 MOUNTING KIT,0.0,0.0,0.0,0.0,1.0,2020,4
7385,Kathrein PDH2-73/50,0.0,0.0,0.0,0.0,1.0,2020,4
7386,Loaner Item,1.0,0.0,1.0,0.0,1.0,2020,4
7387,Mini-Circuits HAT-10+,0.0,0.0,0.0,0.0,2.0,2020,4
7388,Mini-Circuits ZFSC-2-2+,0.0,0.0,0.0,0.0,1.0,2020,4
7389,Mini-Circuits ZX75BS-88108-S+,0.0,0.0,0.0,0.0,1.0,2020,4
7390,Primus Labor,0.0,0.0,0.0,0.0,2.0,2020,4
7391,RFS GKFORM60-78,0.0,0.0,0.0,0.0,3.0,2020,4
7392,RFS HOIST1-78L,0.0,-7.0,-7.0,-228.69,3.0,2020,4
7393,Rode PSA1,0.0,0.0,0.0,0.0,0.0,2020,4
7394,Rode RodeCaster Pro,0.0,-1.0,-1.0,-400.05,0.0,2020,4
7395,SlingStudio Battery,25.0,0.0,25.0,2793.75,0.0,2020,4
7396,SlingStudio USB Expander,20.0,0.0,20.0,735.0,0.0,2020,4
7397,Wheatstone AirAura X1,1.0,0.0,1.0,0.0,1.0,2020,4
7398,Yellowtec YT3211,0.0,0.0,0.0,0.0,1.0,2020,4
7399,Yellowtec YT3213,0.0,0.0,0.0,0.0,1.0,2020,4
7400,Yellowtec YT3230,0.0,0.0,0.0,0.0,1.0,2020,4
7401,Yellowtec YT3235,0.0,0.0,0.0,0.0,3.0,2020,4
7402,Yellowtec YT3245,0.0,0.0,0.0,0.0,6.0,2020,4
7403,Yellowtec YT3701,0.0,0.0,0.0,0.0,1.0,2020,4
7404,APT SPP00100,0.0,0.0,0.0,0.0,1.0,2020,4
7405,ART CLEANBoxPro  B-Stock,0.0,1.0,1.0,0.0,0.0,2020,4
7406,ART CleanBoxPro,1.0,-1.0,0.0,40.0,0.0,2020,4
7407,Alesis MultiMix 4 USB FX,0.0,1.0,1.0,70.0,0.0,2020,4
7408,Andrew BN-918311,0.0,0.0,0.0,0.0,2.0,2020,4
7409,Andrew BN-918710,0.0,0.0,0.0,0.0,2.0,2020,4
7410,Andrew H7FB-110-S,0.0,0.0,0.0,0.0,2.0,2020,4
7411,Andrew Install,0.0,0.0,0.0,0.0,2.0,2020,4
7412,Andrew L4TNF-PSA,0.0,0.0,0.0,0.0,1.0,2020,4
7413,Andrew L4TNM-PSA,0.0,0.0,0.0,0.0,7.0,2020,4
7414,Andrew LDF4-50A,0.0,0.0,0.0,0.0,250.0,2020,4
7415,Angry Audio 992004,0.0,0.0,0.0,0.0,2.0,2020,4
7416,Aphex 320A Analog Compellor,0.0,2.0,2.0,110.0,0.0,2020,4
7417,Audio-Technica AT2020,30.0,0.0,30.0,1759.5,0.0,2020,4
7418,Audio-Technica AT2020PK,30.0,0.0,30.0,2652.0,0.0,2020,4
7419,Audio-Technica AT2020USB+,40.0,0.0,40.0,3706.0,0.0,2020,4
7420,Audio-Technica AT2020USB+PK,1.0,0.0,1.0,236.3,0.0,2020,4
7421,Audio-Technica ATH-M30X,40.0,0.0,40.0,1683.1999999999998,0.0,2020,4
7422,Audio-Technica ATH-M40X,80.0,0.0,80.0,4726.4,0.0,2020,4
7423,Audio-Technica BPHS1,6.0,-2.0,4.0,2253.0000000000005,0.0,2020,4
7424,Audio-Technica BPHS1 (B-Stock),0.0,2.0,2.0,0.0,0.0,2020,4
7425,Bird 8730-025,0.0,0.0,0.0,0.0,1.0,2020,4
7426,Burk Technology TEMP-OUTDOOR,0.0,0.0,0.0,0.0,1.0,2020,4
7427,COMREX 9501-0270 OPAL DUAL RACK MOUNT,0.0,0.0,0.0,0.0,1.0,2020,4
7428,Comrex ACCESS NX Mixer,0.0,0.0,0.0,0.0,1.0,2020,4
7429,Comrex ACCESS NX Rack Stereo IP Audio Codec,0.0,0.0,0.0,0.0,1.0,2020,4
7430,Comrex BRIC-Link II,0.0,0.0,0.0,0.0,1.0,2020,4
7431,Comrex BRIC-Link II Dual Rackmount Kit,0.0,0.0,0.0,0.0,2.0,2020,4
7432,Comrex Contact Closure Cable,0.0,0.0,0.0,0.0,3.0,2020,4
7433,Comrex Switchboard TS License,0.0,0.0,0.0,0.0,1.0,2020,4
7434,Dbx 286s (B-Stock),0.0,-1.0,-1.0,-82.15,0.0,2020,4
7435,Dialight D1CWCTR409,0.0,1.0,1.0,0.0,0.0,2020,4
7436,ESE NTP-C,0.0,0.0,0.0,0.0,2.0,2020,4
7437,LEA DS21S-120/240-80-SP,0.0,2.0,2.0,0.0,2.0,2020,4
7438,Lewitt LCT-441-FLEX,2.0,0.0,2.0,1018.52,0.0,2020,4
7439,NotaBotYet Studio Jam,4.0,0.0,4.0,816.0,0.0,2020,4
7440,Potomac Instruments FIM-71 USED,0.0,2.0,2.0,0.0,0.0,2020,4
7441,RF Industries RFB-1133,0.0,0.0,0.0,0.0,2.0,2020,4
7442,RF Industries RFB-1135-T,0.0,0.0,0.0,0.0,1.0,2020,4
7443,RF Industries RFB-1142,0.0,0.0,0.0,0.0,1.0,2020,4
7444,RF Industries RFD-1671-2,0.0,0.0,0.0,0.0,1.0,2020,4
7445,RF Industries RSA-3459,0.0,0.0,0.0,0.0,1.0,2020,4
7446,Rolls HR78X,1.0,-1.0,0.0,147.71,0.0,2020,4
7447,Rolls HR78X (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,4
7448,Shure BETA 52A,1.0,0.0,1.0,114.75,0.0,2020,4
7449,Shure BETA 57A,2.0,0.0,2.0,168.3,0.0,2020,4
7450,Shure BETA 58A,3.0,0.0,3.0,306.0,0.0,2020,4
7451,Shure BETA 98H/C,3.0,0.0,3.0,405.45000000000005,0.0,2020,4
7452,Shure BETA87A,1.0,0.0,1.0,157.25,0.0,2020,4
7453,Shure BLX14-H10,2.0,0.0,2.0,405.0,0.0,2020,4
7454,Shure KSM32/CG,1.0,0.0,1.0,340.0,0.0,2020,4
7455,Shure MVi/A-LTG,2.0,0.0,2.0,168.0,0.0,2020,4
7456,Shure MX202B/C,3.0,0.0,3.0,407.54999999999995,0.0,2020,4
7457,Shure SE215-CL,16.0,0.0,16.0,1008.0,0.0,2020,4
7458,Shure SE425-CL,4.0,0.0,4.0,680.4,0.0,2020,4
7459,Shure SM57-LC,13.0,0.0,13.0,949.0,0.0,2020,4
7460,Shure SM58-CN,2.0,0.0,2.0,174.0,0.0,2020,4
7461,Shure SM58-LC,16.0,0.0,16.0,1152.0,0.0,2020,4
7462,Shure SM58S,6.0,0.0,6.0,504.0,0.0,2020,4
7463,Shure SM7B,3.0,0.0,3.0,879.75,0.0,2020,4
7464,Shure SRH440,3.0,0.0,3.0,189.0,0.0,2020,4
7465,Shure SRH840,2.0,0.0,2.0,189.0,0.0,2020,4
7466,Staco Energy Products 170-0178,0.0,0.0,0.0,0.0,9.0,2020,4
7467,StudioHub ADAPT-XLRMD,0.0,0.0,0.0,0.0,10.0,2020,4
7468,TWR Lighting,0.0,0.0,0.0,0.0,2.0,2020,4
7469,TWR Lighting KRPA5AG120V,0.0,0.0,0.0,0.0,1.0,2020,4
7470,TWR Lighting STB99006,0.0,0.0,0.0,0.0,2.0,2020,4
7471,TWR Lighting STB99008CSI,0.0,0.0,0.0,0.0,1.0,2020,4
7472,Telos Alliance Analog xNode,0.0,0.0,0.0,0.0,1.0,2020,4
7473,Telos Alliance Microphone xNode,0.0,0.0,0.0,0.0,1.0,2020,4
7474,Tunwall Radio CBLMCI,0.0,0.0,0.0,0.0,2.0,2020,4
7475,USED ELECTRO-IMPULSE DACT5-KFM,0.0,1.0,1.0,0.0,0.0,2020,4
7476,USED RCA MI-560820,0.0,1.0,1.0,0.0,0.0,2020,4
7477,Yellowtec YT3643,0.0,0.0,0.0,0.0,4.0,2020,4
7478,Zoom H4NPro ALL BLACK,0.0,0.0,0.0,0.0,7.0,2020,4
7479,Zoom PCH-4n,0.0,0.0,0.0,0.0,7.0,2020,4
7480,AKG C44-USB,50.0,0.0,50.0,5029.0,0.0,2020,4
7481,AKG HP12U US,6.0,0.0,6.0,647.76,0.0,2020,4
7482,AKG K371,25.0,0.0,25.0,2346.75,0.0,2020,4
7483,AKG Podcaster Essentials,15.0,0.0,15.0,2521.2000000000003,0.0,2020,4
7484,Audio-Technica AT4040,4.0,0.0,4.0,846.6,0.0,2020,4
7485,Bird 1000B3,0.0,0.0,0.0,0.0,1.0,2020,4
7486,Bird 5000B3,0.0,0.0,0.0,0.0,1.0,2020,4
7487,Calrad 72-126-6,0.0,-5.0,-5.0,-8.75,0.0,2020,4
7488,Fostex Corp. T60RP,4.0,0.0,4.0,756.0,0.0,2020,4
7489,JBL 104SET-BT-US,6.0,0.0,6.0,728.9399999999999,0.0,2020,4
7490,JBL EON ONE,2.0,0.0,2.0,1373.82,0.0,2020,4
7491,Nicom BKG1P,0.0,0.0,0.0,0.0,2.0,2020,4
7492,Nicom RG213/50',0.0,0.0,0.0,0.0,2.0,2020,4
7493,Sennheiser 515291,0.0,0.0,0.0,0.0,4.0,2020,4
7494,Sennheiser 543679,0.0,0.0,0.0,0.0,2.0,2020,4
7495,Sennheiser 577735,0.0,0.0,0.0,0.0,2.0,2020,4
7496,Shure SE112-GR,17.0,0.0,17.0,527.85,0.0,2020,4
7497,Shure SE215SPE-B+BT2,12.0,0.0,12.0,756.0,0.0,2020,4
7498,Shure SM58-LC,40.0,0.0,40.0,2880.0,0.0,2020,4
7499,Shure SM58S,40.0,-1.0,39.0,2947.3,0.0,2020,4
7500,Audio-Technica 135405750,0.0,34.0,34.0,0.0,0.0,2020,4
7501,Audio-Technica AT2035,6.0,0.0,6.0,530.4000000000001,0.0,2020,4
7502,Audio-Technica AT2035PK,20.0,0.0,20.0,4726.0,0.0,2020,4
7503,B-Stock Cisco 3850-24P-L,0.0,1.0,1.0,0.0,0.0,2020,4
7504,Dbx 266xs,30.0,0.0,30.0,3036.9,0.0,2020,4
7505,GatesAir FAXLPEXG-4.x,0.0,0.0,0.0,0.0,1.0,2020,4
7506,GatesAir FMXI4G,0.0,0.0,0.0,0.0,1.0,2020,4
7507,GatesAir HARFAX150HD,0.0,0.0,0.0,0.0,1.0,2020,4
7508,GatesAir HARFAX5KDLXRK,0.0,0.0,0.0,0.0,1.0,2020,4
7509,GatesAir HARFAXHPSMK,0.0,0.0,0.0,0.0,1.0,2020,4
7510,Lewitt DGT-450,1.0,0.0,1.0,180.92,0.0,2020,4
7511,Lewitt LCT-240-PRO-WHT,2.0,0.0,2.0,180.0,0.0,2020,4
7512,Pelican 1535AIR - 015350-0001-110,0.0,1.0,1.0,143.82,1.0,2020,4
7513,Presonus AudioBox iTwo,30.0,0.0,30.0,3360.0,0.0,2020,4
7514,Presonus Audiobox USB 96,12.0,0.0,12.0,900.0,0.0,2020,4
7515,Presonus HP4,20.0,0.0,20.0,1880.0,0.0,2020,4
7516,RFS 37.10059.001,0.0,0.0,0.0,0.0,1.0,2020,4
7517,Shure SE215-CL,0.0,1.0,1.0,63.0,0.0,2020,4
7518,Shure SE215-CL-BT1,0.0,-1.0,-1.0,-105.0,0.0,2020,4
7519,SlingStudio Battery,0.0,0.0,0.0,0.0,1.0,2020,4
7520,SlingStudio Camera Link,0.0,0.0,0.0,0.0,1.0,2020,4
7521,SlingStudio Hub,0.0,0.0,0.0,0.0,1.0,2020,4
7522,SlingStudio USB Expander,0.0,0.0,0.0,0.0,1.0,2020,4
7523,Tascam TH-05,0.0,0.0,0.0,0.0,3.0,2020,4
7524,Telescopic ANT332BNC,0.0,0.0,0.0,0.0,1.0,2020,4
7525,Used - Potomac QA-100,0.0,1.0,1.0,0.0,0.0,2020,4
7526,ART CleanBoxPro,1.0,0.0,1.0,80.0,0.0,2020,4
7527,Andrew 223158-4,0.0,0.0,0.0,0.0,1.0,2020,4
7528,Andrew Attachment,0.0,0.0,0.0,0.0,2.0,2020,4
7529,Andrew L4E78-PS,0.0,0.0,0.0,0.0,2.0,2020,4
7530,Behringer CMD Studio 4A,3.0,0.0,3.0,420.0,0.0,2020,4
7531,Behringer SX3040 V2,6.0,0.0,6.0,1091.8799999999999,0.0,2020,4
7532,Belden 1031A,100.0,0.0,100.0,70.0,0.0,2020,4
7533,Beyerdynamic DT 290 MKII 200/80Ohm,0.0,0.0,0.0,0.0,2.0,2020,4
7534,Bird 3129,0.0,0.0,0.0,0.0,1.0,2020,4
7535,Bird 606-400,0.0,0.0,0.0,0.0,1.0,2020,4
7536,Broadcast Devices DIP-100B50,2.0,0.0,2.0,0.0,2.0,2020,4
7537,Broadcast Tools RA-1,0.0,0.0,0.0,0.0,1.0,2020,4
7538,CISCO CATALYST 3560CX-12PC-S,3.0,0.0,3.0,7152.029999999999,0.0,2020,4
7539,CTP Systems Prehear 2040,0.0,1.0,1.0,816.42,0.0,2020,4
7540,Cisco 2960CX-8PC-L,2.0,0.0,2.0,1640.0,0.0,2020,4
7541,Comrex 4880-0090,0.0,0.0,0.0,0.0,1.0,2020,4
7542,Comrex ACCESS NX Portable,1.0,0.0,1.0,6080.0,0.0,2020,4
7543,Comrex Spare Battery,0.0,0.0,0.0,0.0,1.0,2020,4
7544,Dbx 266xs,0.0,0.0,0.0,0.0,1.0,2020,4
7545,Dbx 286s,2.0,-1.0,1.0,961.87,0.0,2020,4
7546,Dbx 286s (B-Stock),0.0,2.0,2.0,328.6,0.0,2020,4
7547,Electro-Voice RE20,2.0,0.0,2.0,657.72,0.0,2020,4
7548,JK Audio INN1RX B-Stock,1.0,-1.0,0.0,626.5,0.0,2020,4
7549,Kathrein MKPP-23 MOUNTING KIT,0.0,0.0,0.0,0.0,1.0,2020,4
7550,Kathrein RY-900B 890-960 MHz RADOME YAGI ANTENNA,0.0,0.0,0.0,0.0,5.0,2020,4
7551,Kathrein SL11-940/DT2 928-953 MHz PARASLOT ANTENNA,0.0,0.0,0.0,0.0,2.0,2020,4
7552,Lewitt LCT-240-PRO-WHT,0.0,-2.0,-2.0,-180.0,0.0,2020,4
7553,Neumann EA 4,2.0,-1.0,1.0,100.8,0.0,2020,4
7554,Neutrik NP3X,1.0,-1.0,0.0,3.59,0.0,2020,4
7555,Omnia Audio Omnia.11 Perfect Declipper Plugin,0.0,0.0,0.0,0.0,1.0,2020,4
7556,Rigol AMK-DSA800,0.0,0.0,0.0,0.0,2.0,2020,4
7557,Rigol VB1032,0.0,0.0,0.0,0.0,2.0,2020,4
7558,SOLiD ACT,0.0,0.0,0.0,0.0,1.0,2020,4
7559,SOLiD MRU_AC_850_1900_N,0.0,0.0,0.0,0.0,1.0,2020,4
7560,Samson Technologies SA120A,0.0,-1.0,-1.0,-160.69,0.0,2020,4
7561,Sennheiser HMD 27,2.0,0.0,2.0,0.0,0.0,2020,4
7562,Shure SE215-CL+UNI,1.0,0.0,1.0,126.0,0.0,2020,4
7563,SlingStudio Battery,0.0,-1.0,-1.0,-111.75,0.0,2020,4
7564,SlingStudio Battery Demo,0.0,-1.0,-1.0,0.0,0.0,2020,4
7565,SlingStudio Camera Link,0.0,-1.0,-1.0,-261.75,0.0,2020,4
7566,SlingStudio Camera Link Demo,0.0,1.0,1.0,0.0,0.0,2020,4
7567,SlingStudio Hub,0.0,-1.0,-1.0,-749.25,0.0,2020,4
7568,SlingStudio Hub Demo,0.0,-1.0,-1.0,0.0,0.0,2020,4
7569,SlingStudio USB Expander,0.0,-1.0,-1.0,-36.75,0.0,2020,4
7570,SlingStudio USB Expander Demo,0.0,-2.0,-2.0,0.0,0.0,2020,4
7571,Times MW CST-400,0.0,0.0,0.0,0.0,1.0,2020,4
7572,Times MW CT-400/300,0.0,0.0,0.0,0.0,1.0,2020,4
7573,Wheatstone AirAura X5,1.0,0.0,1.0,0.0,1.0,2020,4
7574,WindTech 312,0.0,0.0,0.0,0.0,3.0,2020,4
7575,Yellowtec YT3213,0.0,0.0,0.0,0.0,6.0,2020,4
7576,Yellowtec YT3220,0.0,0.0,0.0,0.0,3.0,2020,4
7577,Yellowtec YT3245,0.0,0.0,0.0,0.0,9.0,2020,4
7578,Yellowtec YT3246,0.0,0.0,0.0,0.0,1.0,2020,4
7579,360 Systems Shortcut (one digi input doesn't work,0.0,1.0,1.0,560.0,0.0,2020,4
7580,Aphex 107 Used - Good,0.0,-2.0,-2.0,-111.12,0.0,2020,4
7581,Aphex Aural Exciter Used - Good,0.0,-1.0,-1.0,-84.0,0.0,2020,4
7582,Atlas Sound DS7,0.0,0.0,0.0,0.0,1.0,2020,4
7583,Audio-Technica AT2005USB,2.0,0.0,2.0,200.6,0.0,2020,4
7584,Audio-Technica ATH-M40Fs Headphones USED,0.0,3.0,3.0,0.0,0.0,2020,4
7585,Audio-Technica ATH-M40X,1.0,0.0,1.0,118.16,0.0,2020,4
7586,B&W DM1600 Used - Good,0.0,-1.0,-1.0,-200.0,0.0,2020,4
7587,BW Broadcast TX1V2 B-Stock,1.0,0.0,1.0,1390.0,0.0,2020,4
7588,Behringer DR600 Used - Good,0.0,-1.0,-1.0,-28.0,0.0,2020,4
7589,Benchmark BP100 Used - Good,0.0,-5.0,-5.0,-129.0,0.0,2020,4
7590,Bird 3129 Used-Good,0.0,2.0,2.0,0.0,0.0,2020,4
7591,"Bird 4723-000 Single socket 1-5/8"" unflanged line section Used - Excellent",0.0,2.0,2.0,0.0,0.0,2020,4
7592,Bird BPME3-UM,0.0,0.0,0.0,0.0,1.0,2020,4
7593,Broadcast Devices CMP300 Used - Good,0.0,-1.0,-1.0,-591.0,0.0,2020,4
7594,Broadcast Electronics FM5A Used - Good,0.0,-1.0,-1.0,-2500.0,0.0,2020,4
7595,Broadcast Tools Time Sync Used - Good,0.0,-1.0,-1.0,-143.0,0.0,2020,4
7596,Broadcast Tools WVRC-8 Remote Control Used,0.0,2.0,2.0,0.0,0.0,2020,4
7597,Burk AC8 Outless Controller NOTE: these are not LAN/IP based. For GSC/VRC only,0.0,6.0,6.0,0.0,0.0,2020,4
7598,Circuit Werkes SX8 Used - Good,0.0,-3.0,-3.0,-501.0,0.0,2020,4
7599,CircuitWerkes HC-3 Used - Good,0.0,-3.0,-3.0,-411.99,0.0,2020,4
7600,Comrex BRIC-Link II Dual Rackmount Kit,0.0,0.0,0.0,0.0,2.0,2020,4
7601,Comrex Contact Closure Cable,0.0,0.0,0.0,0.0,2.0,2020,4
7602,"DIELECTRIC 3"" UNFLANGED ELBOWS W/NON PRESS. HOSE CLAMP EIA FLANGES",0.0,-18.0,-18.0,-464.40000000000003,0.0,2020,4
7603,Decibel 46351A Used - Good,0.0,-1.0,-1.0,0.0,0.0,2020,4
7604,Delta Delta 308 Used - Good,0.0,-1.0,-1.0,-51.55,0.0,2020,4
7605,Delta Delta M1 Used - Good,0.0,-1.0,-1.0,-51.55,0.0,2020,4
7606,Delta TCA-MB1 Used - Good,0.0,-2.0,-2.0,-103.1,0.0,2020,4
7607,ESE ES 161 AP Used - Good,0.0,-1.0,-1.0,-62.5,0.0,2020,4
7608,Electro voice 320 Mic Clamp,0.0,2.0,2.0,0.0,0.0,2020,4
7609,Electro-Voice RE20,24.0,0.0,24.0,15785.28,0.0,2020,4
7610,Electro-Voice RE50/B Used-Excellent,0.0,-1.0,-1.0,0.0,0.0,2020,4
7611,Excalibur CD-1 Used - Good,0.0,-1.0,-1.0,-30.0,0.0,2020,4
7612,Fostex Corp. HP-A4BL,8.0,0.0,8.0,2341.12,0.0,2020,4
7613,Fostex Corp. PM05D-B,2.0,0.0,2.0,454.62,0.0,2020,4
7614,Fostex Corp. RM-3,15.0,0.0,15.0,4959.45,0.0,2020,4
7615,Fostex Corp. T50RPmk3,20.0,0.0,20.0,1944.0,0.0,2020,4
7616,Fostex Corp. T60RP,1.0,0.0,1.0,392.0,0.0,2020,4
7617,Furman PS-8 Used - Good,0.0,-1.0,-1.0,-77.0,0.0,2020,4
7618,G5S-6,0.0,0.0,0.0,0.0,24.0,2020,4
7619,GatesAir FAX5KFAX150,0.0,-1.0,-1.0,0.0,0.0,2020,4
7620,Harris FM-10H Used - Good,0.0,-1.0,-1.0,-3000.0,0.0,2020,4
7621,Hinds Tower Beacon Used - Good,0.0,-1.0,-1.0,-154.65,0.0,2020,4
7622,IK Multimedia IP-IKLIP-AV-IN Used - Good,0.0,-1.0,-1.0,-87.74,0.0,2020,4
7623,Kathrein MKPS-2 MOUNTING KIT,0.0,0.0,0.0,0.0,2.0,2020,4
7624,Lowell LER-4027 Used - Good,0.0,-2.0,-2.0,-280.0,0.0,2020,4
7625,Marti MCD 7013 Used - Fair,0.0,-1.0,-1.0,-25.8,0.0,2020,4
7626,Marti SR20M Used - Good,0.0,-2.0,-2.0,-1468.0,0.0,2020,4
7627,Marti STL-20M Used - Good,0.0,-2.0,-2.0,-1468.0,0.0,2020,4
7628,Maxrad MYA4505 Used - Good,0.0,-1.0,-1.0,-50.0,0.0,2020,4
7629,Moseley SL0003Q-4S Used - Good,0.0,-1.0,-1.0,-5720.0,0.0,2020,4
7630,Neutrik NC3FXX,0.0,0.0,0.0,0.0,16.0,2020,4
7631,Niles HDS-4 Used - Fair,0.0,-1.0,-1.0,0.0,0.0,2020,4
7632,Omnimount 100 Used - Good,0.0,-1.0,-1.0,-25.8,0.0,2020,4
7633,Omnimount 400 AH Used - Fair,0.0,-1.0,-1.0,-36.1,0.0,2020,4
7634,Orban 245E Stereo Synthesizer Used-Good,0.0,2.0,2.0,0.0,0.0,2020,4
7635,PR&E 230289P,0.0,0.0,0.0,0.0,50.0,2020,4
7636,PR&E 230291P,0.0,0.0,0.0,0.0,100.0,2020,4
7637,RDL Radio Design Labs RU-AED4 Used - Good,0.0,-1.0,-1.0,-220.0,0.0,2020,4
7638,RDL Radio Design Labs ST-MX4 Used - Good,0.0,-2.0,-2.0,-113.12,0.0,2020,4
7639,RDL Radio Design Labs ST-P600 Used - Good,0.0,-1.0,-1.0,-11.11,0.0,2020,4
