,Item,Receipts,Inv_Adj,Aftr_adj_Qty,Cost,Sales_Qty,year,month
19100,Rode RodeCaster Pro,0.0,3.0,3.0,1275.0,0.0,2021,2
19101,Rode RodeCaster Pro (FBA),0.0,-3.0,-3.0,-1275.0,0.0,2021,2
19102,Rode VideoMic ME,0.0,1.0,1.0,42.25,0.0,2021,2
19103,SCMS-iHM-YT3601-WIRED,0.0,0.0,0.0,0.0,1.0,2021,2
19104,SanDisk 32GB micro SD Card w/ Adapter,0.0,0.0,0.0,0.0,5.0,2021,2
19105,Site Pro 1 GHK38,5.0,0.0,5.0,48.25,0.0,2021,2
19106,Tascam DR-05X b-stock,0.0,1.0,1.0,76.08,0.0,2021,2
19107,Yellowtec YT3236,0.0,0.0,0.0,0.0,1.0,2021,2
19108,Yellowtec YT3245,0.0,0.0,0.0,0.0,1.0,2021,2
19109,Yellowtec YT3249,0.0,0.0,0.0,0.0,1.0,2021,2
19110,Yellowtec YT3601,0.0,0.0,0.0,0.0,2.0,2021,2
19111,Yellowtec YT3630,0.0,0.0,0.0,0.0,2.0,2021,2
19112,Zoom H6 All Black,0.0,0.0,0.0,0.0,1.0,2021,2
19113,Zoom ZDM-1 Podcast Mic Pack,0.0,0.0,0.0,0.0,10.0,2021,2
19114,Allen & Heath AH-ZEDi8,1.0,0.0,1.0,243.98,0.0,2021,2
19115,Allen & Heath AH-ZEDi8 (B-Stock),0.0,1.0,1.0,98.81,0.0,2021,2
19116,Altec Air P012252,0.0,0.0,0.0,0.0,1.0,2021,2
19117,Andrew 78EZNF,0.0,0.0,0.0,0.0,4.0,2021,2
19118,Andrew L4TNM-PSA,0.0,0.0,0.0,0.0,2.0,2021,2
19119,Angry Audio 992001,0.0,0.0,0.0,0.0,1.0,2021,2
19120,Audio-Technica AT2020,75.0,0.0,75.0,4398.75,2.0,2021,2
19121,Audio-Technica AT2020USB+,0.0,0.0,0.0,0.0,1.0,2021,2
19122,Audio-Technica BPHS1,0.0,0.0,0.0,0.0,2.0,2021,2
19123,AudioScience ASI5744,0.0,0.0,0.0,0.0,2.0,2021,2
19124,Barix AG Exstreamer 500,0.0,0.0,0.0,0.0,2.0,2021,2
19125,Better Bands BB4,0.0,0.0,0.0,0.0,6.0,2021,2
19126,Bext 15ft Jumper,0.0,0.0,0.0,0.0,1.0,2021,2
19127,Bext Cables for 3 Bay,0.0,0.0,0.0,0.0,1.0,2021,2
19128,Broadcast Devices PSW-100-5,0.0,0.0,0.0,0.0,1.0,2021,2
19129,Broadcast Devices SWP Option #7,0.0,0.0,0.0,0.0,1.0,2021,2
19130,Broadcast Tools WVRC-4 Plus,0.0,0.0,0.0,0.0,1.0,2021,2
19131,Comrex STAC6 POTS Phone System,0.0,0.0,0.0,0.0,2.0,2021,2
19132,Dbx 231s,1.0,0.0,1.0,300.28,0.0,2021,2
19133,Dbx 286s,0.0,0.0,0.0,0.0,2.0,2021,2
19134,Denon Pro DN-300CMKII,0.0,0.0,0.0,0.0,4.0,2021,2
19135,Eaton BPM125HW,0.0,0.0,0.0,0.0,1.0,2021,2
19136,Electro-Voice 309A,0.0,0.0,0.0,0.0,2.0,2021,2
19137,Electro-Voice RE20,0.0,0.0,0.0,0.0,2.0,2021,2
19138,Focal FOPRO-LISPRO,12.0,0.0,12.0,2460.0,0.0,2021,2
19139,Focusrite Scarlett 2i2 3G (FBA),1.0,0.0,1.0,231.78,0.0,2021,2
19140,Focusrite Scarlett 2i2 Studio 3G,0.0,0.0,0.0,0.0,1.0,2021,2
19141,Furman PLPLUSC,0.0,0.0,0.0,0.0,1.0,2021,2
19142,GatesAir IX-IPL-100MP-DPKG,0.0,0.0,0.0,0.0,1.0,2021,2
19143,Gator GWP-TITANRODECASTER2,0.0,0.0,0.0,0.0,1.0,2021,2
19144,Gator RI-POPFILTER,0.0,0.0,0.0,0.0,4.0,2021,2
19145,Gepco DS401M,0.0,0.0,0.0,0.0,100.0,2021,2
19146,Inovonics 703,0.0,0.0,0.0,0.0,1.0,2021,2
19147,KRK 12S2-NA,0.0,-1.0,-1.0,-440.0,0.0,2021,2
19148,Middle Atlantic MA-CLB-6-12,0.0,0.0,0.0,0.0,1.0,2021,2
19149,Middle Atlantic MA-CLB-VO90,0.0,0.0,0.0,0.0,15.0,2021,2
19150,Middle Atlantic MA-CLH-5/8CHK-6,0.0,0.0,0.0,0.0,1.0,2021,2
19151,Middle Atlantic MA-CLH-90T,0.0,0.0,0.0,0.0,15.0,2021,2
19152,Middle Atlantic MA-CLH-ARD12,0.0,0.0,0.0,0.0,2.0,2021,2
19153,Middle Atlantic MA-CLH-ELS-5/7,0.0,0.0,0.0,0.0,5.0,2021,2
19154,Middle Atlantic MA-CLH-HTS,0.0,0.0,0.0,0.0,1.0,2021,2
19155,Middle Atlantic MA-CLH-RSJ,0.0,0.0,0.0,0.0,1.0,2021,2
19156,Middle Atlantic MA-CLH-RSJ-6,0.0,0.0,0.0,0.0,1.0,2021,2
19157,Middle Atlantic MA-CLH-WRS,0.0,0.0,0.0,0.0,1.0,2021,2
19158,Middle Atlantic MA-EB1-CP12,0.0,0.0,0.0,0.0,3.0,2021,2
19159,Middle Atlantic MA-EB2-CP12,0.0,0.0,0.0,0.0,1.0,2021,2
19160,Middle Atlantic MA-EB3-CP6,0.0,0.0,0.0,0.0,1.0,2021,2
19161,Middle Atlantic MA-GANG-10,0.0,0.0,0.0,0.0,2.0,2021,2
19162,Middle Atlantic MA-HW500,0.0,0.0,0.0,0.0,1.0,2021,2
19163,Middle Atlantic MA-MV-RR44,0.0,0.0,0.0,0.0,7.0,2021,2
19164,Middle Atlantic MA-SPN-44-36,0.0,0.0,0.0,0.0,1.0,2021,2
19165,Middle Atlantic MA-U1V,0.0,0.0,0.0,0.0,4.0,2021,2
19166,Neutrik NC3FX-B,0.0,0.0,0.0,0.0,25.0,2021,2
19167,Neutrik NC3MX-B,0.0,0.0,0.0,0.0,50.0,2021,2
19168,Nicom RAD77,0.0,0.0,0.0,0.0,4.0,2021,2
19169,OC White 51900-B,0.0,0.0,0.0,0.0,2.0,2021,2
19170,On-Stage Stands DS7100B,0.0,0.0,0.0,0.0,1.0,2021,2
19171,PCM Cable PCM-KW-15,0.0,0.0,0.0,0.0,10.0,2021,2
19172,PCM Cable PCM-KW-17,0.0,0.0,0.0,0.0,8.0,2021,2
19173,PCM Cable PCM-KW-18,0.0,0.0,0.0,0.0,2.0,2021,2
19174,PROCO BSW-RCP-CABLE,0.0,0.0,0.0,0.0,1.0,2021,2
19175,Phihong PSAC30U-050L6,2.0,0.0,2.0,27.26,0.0,2021,2
19176,Primus Labor,0.0,0.0,0.0,0.0,2.0,2021,2
19177,Primus RFN-1013-1,0.0,0.0,0.0,0.0,3.0,2021,2
19178,QSC TMR-1,0.0,0.0,0.0,0.0,1.0,2021,2
19179,RFS 158EIA-LCF78-062,0.0,0.0,0.0,0.0,1.0,2021,2
19180,RFS 716M-LCF78-D01K,0.0,0.0,0.0,0.0,1.0,2021,2
19181,RFS NM-LCF12-D01,0.0,0.0,0.0,0.0,6.0,2021,2
19182,RODE M5-MP,0.0,0.0,0.0,0.0,2.0,2021,2
19183,RODE NT-USB,2.0,0.0,2.0,1000.0,0.0,2021,2
19184,RODE PG2-R (FBA),0.0,-7.0,-7.0,-339.35999999999996,0.0,2021,2
19185,RODE RODECaster Pro,0.0,0.0,0.0,0.0,4.0,2021,2
19186,RODE VideoMic ME (FBA),0.0,-2.0,-2.0,-84.5,0.0,2021,2
19187,Rapco SSAV-MIC-20,0.0,0.0,0.0,0.0,6.0,2021,2
19188,Rode PG2-R,0.0,7.0,7.0,339.35999999999996,0.0,2021,2
19189,Rode VideoMic ME,0.0,2.0,2.0,84.5,0.0,2021,2
19190,SAGE ENDEC-3644,50.0,0.0,50.0,99495.0,0.0,2021,2
19191,SAGE FIRMWARE UPGRADE,2.0,0.0,2.0,1196.0,0.0,2021,2
19192,SHURE SLXD24/K8B-J58,0.0,0.0,0.0,0.0,1.0,2021,2
19193,SanDisk 32GB micro SD Card w/ Adapter,0.0,0.0,0.0,0.0,3.0,2021,2
19194,Sennheiser MZW 1,0.0,0.0,0.0,0.0,2.0,2021,2
19195,Sennheiser ew 100 G4-ME2-A b-stock,0.0,1.0,1.0,387.99,0.0,2021,2
19196,Shure UA825,0.0,0.0,0.0,0.0,2.0,2021,2
19197,Shure UA844+SWB/LC,0.0,0.0,0.0,0.0,1.0,2021,2
19198,Shure UA874US,0.0,0.0,0.0,0.0,2.0,2021,2
19199,SoleSource Wireless TGK-12,0.0,0.0,0.0,0.0,1.0,2021,2
19200,Sony MDR-7506,0.0,0.0,0.0,0.0,2.0,2021,2
19201,StudioHub ADAPT-MINIF,0.0,0.0,0.0,0.0,1.0,2021,2
19202,StudioHub ADAPT-XLRFS,0.0,0.0,0.0,0.0,13.0,2021,2
19203,StudioHub ADAPT-XLRMS,0.0,0.0,0.0,0.0,5.0,2021,2
19204,StudioHub ADAPTM-XLRFS,0.0,0.0,0.0,0.0,5.0,2021,2
19205,StudioHub ADAPTM-XLRMS,0.0,0.0,0.0,0.0,5.0,2021,2
19206,StudioHub CABLE-RCAM,0.0,0.0,0.0,0.0,2.0,2021,2
19207,StudioHub CABLE-XLRMD,0.0,0.0,0.0,0.0,2.0,2021,2
19208,StudioHub SH-PATCH15PK,0.0,0.0,0.0,0.0,2.0,2021,2
19209,StudioHub SH-PATCH25PK,0.0,0.0,0.0,0.0,2.0,2021,2
19210,StudioHub SH-PATCH35,0.0,0.0,0.0,0.0,10.0,2021,2
19211,StudioHub SH-PATCH50,0.0,0.0,0.0,0.0,10.0,2021,2
19212,StudioHub SH-PATCH75,0.0,0.0,0.0,0.0,10.0,2021,2
19213,Tieline Technology Bridge-IT PRO,0.0,0.0,0.0,0.0,3.0,2021,2
19214,Tieline Technology Bridge-IT Rack Frame,0.0,0.0,0.0,0.0,3.0,2021,2
19215,Tieline Technology Cloud Codec Controller,0.0,0.0,0.0,0.0,1.0,2021,2
19216,Tieline Technology Gateway 8,0.0,0.0,0.0,0.0,1.0,2021,2
19217,Tieline Technology Merlin/Genie POTS,0.0,0.0,0.0,0.0,2.0,2021,2
19218,Vivo MOUNT-KB05E,0.0,0.0,0.0,0.0,1.0,2021,2
19219,Yellowtec YT3206,15.0,0.0,15.0,4871.25,0.0,2021,2
19220,Yellowtec YT3236,0.0,0.0,0.0,0.0,1.0,2021,2
19221,Yellowtec YT3245,0.0,0.0,0.0,0.0,2.0,2021,2
19222,Yellowtec YT3628,0.0,0.0,0.0,0.0,3.0,2021,2
19223,Yellowtec YT3643,10.0,0.0,10.0,945.0,0.0,2021,2
19224,Zoom ZDM-1 Podcast Mic Pack,0.0,0.0,0.0,0.0,4.0,2021,2
19225,Allen & Heath AH-AB-168,1.0,0.0,1.0,1515.48,0.0,2021,2
19226,Allen & Heath AH-QU-SB (Used - Good),0.0,1.0,1.0,216.0,0.0,2021,2
19227,Audio-Technica AT-LP60XBT-BK,4.0,0.0,4.0,417.0,0.0,2021,2
19228,Audio-Technica AT2020USB+,0.0,0.0,0.0,0.0,4.0,2021,2
19229,Audio-Technica AT4047/SV,2.0,0.0,2.0,909.5,0.0,2021,2
19230,BW Broadcast PSU-25W15V-MWRS2515,0.0,0.0,0.0,0.0,1.0,2021,2
19231,BW Broadcast SPARE-PSU-850W48V,20.0,0.0,20.0,9072.0,0.0,2021,2
19232,BW Broadcast SUB-PCB-TXFPC-T-V2,2.0,0.0,2.0,1520.0,0.0,2021,2
19233,BW Broadcast TX1000 V3,0.0,0.0,0.0,0.0,1.0,2021,2
19234,BW Broadcast TX30 V3,4.0,0.0,4.0,5880.0,0.0,2021,2
19235,BW Broadcast TX300 V3,6.0,0.0,6.0,13608.0,0.0,2021,2
19236,BW Broadcast TX50 V3,10.0,0.0,10.0,15600.0,0.0,2021,2
19237,Comrex Opal used,0.0,-1.0,-1.0,-700.0,0.0,2021,2
19238,Electro-Voice 635A/B,2.0,0.0,2.0,175.94,0.0,2021,2
19239,Electro-Voice RE320,0.0,0.0,0.0,0.0,1.0,2021,2
19240,Focusrite Scarlett 18i8 3G,10.0,0.0,10.0,3149.9,0.0,2021,2
19241,Focusrite Scarlett 2i2 3G,30.0,0.0,30.0,3599.7,2.0,2021,2
19242,Focusrite Scarlett 2i2 3G (B-Stock),1.0,0.0,1.0,182.68,0.0,2021,2
19243,Focusrite Scarlett 2i2 3G (FBA),2.0,0.0,2.0,927.12,0.0,2021,2
19244,Focusrite Scarlett Solo 3G,41.0,0.0,41.0,13329.92,0.0,2021,2
19245,Focusrite Scarlett Solo 3G (B-Stock),1.0,1.0,2.0,78.37,0.0,2021,2
19246,Gator RI-POPFILTER,0.0,0.0,0.0,0.0,4.0,2021,2
19247,Myat 101-006,0.0,0.0,0.0,0.0,1.0,2021,2
19248,Myat 101-010,0.0,0.0,0.0,0.0,4.0,2021,2
19249,Myat 101-014,0.0,0.0,0.0,0.0,4.0,2021,2
19250,Myat 101-017,0.0,0.0,0.0,0.0,2.0,2021,2
19251,Myat 101-021,0.0,0.0,0.0,0.0,3.0,2021,2
19252,Myat 301-023,0.0,0.0,0.0,0.0,2.0,2021,2
19253,Nord AMS-NSTAGE3-COMPACT (B-Stock),1.0,0.0,1.0,5040.0,0.0,2021,2
19254,Novation Launchkey 61 [MK3],1.0,0.0,1.0,370.48,0.0,2021,2
19255,Novation Launchkey 61 [MK3] b-stock,0.0,1.0,1.0,185.24,0.0,2021,2
19256,RODE M5-MP,0.0,0.0,0.0,0.0,1.0,2021,2
19257,RODE NT-USB,1.0,0.0,1.0,250.0,0.0,2021,2
19258,RODE NT-USB MINI (B-Stock),0.0,1.0,1.0,62.1,0.0,2021,2
19259,RODE PSA1,2.0,0.0,2.0,500.88,0.0,2021,2
19260,RODE PSA1 (B-Stock),0.0,3.0,3.0,304.26,0.0,2021,2
19261,RODE VideoMic ME (FBA),0.0,-1.0,-1.0,-42.25,0.0,2021,2
19262,Rapco SSAV-MIC-03,0.0,0.0,0.0,0.0,2.0,2021,2
19263,Rapco SSAV-MIC-20,0.0,0.0,0.0,0.0,2.0,2021,2
19264,Rode VideoMic ME,0.0,1.0,1.0,42.25,0.0,2021,2
19265,StudioHub MJ-AD,0.0,0.0,0.0,0.0,1.0,2021,2
19266,StudioHub MJ-DA,0.0,0.0,0.0,0.0,1.0,2021,2
19267,StudioHub PS-WWBLACKX4,0.0,0.0,0.0,0.0,1.0,2021,2
19268,StudioHub SH-2XLRF,0.0,0.0,0.0,0.0,1.0,2021,2
19269,StudioHub SH-2XLRM,0.0,0.0,0.0,0.0,1.0,2021,2
19270,StudioHub SH-2XLRMF,0.0,0.0,0.0,0.0,1.0,2021,2
19271,Tascam TH-05,0.0,0.0,0.0,0.0,1.0,2021,2
19272,Yellowtec YT3206,5.0,-5.0,0.0,0.0,0.0,2021,2
19273,Yellowtec YT3245,0.0,0.0,0.0,0.0,1.0,2021,2
19274,Yellowtec YT3260,0.0,0.0,0.0,0.0,1.0,2021,2
19275,AKG C214,0.0,0.0,0.0,0.0,1.0,2021,2
19276,ART ART C3,3.0,0.0,3.0,450.0,0.0,2021,2
19277,ART PROMPAII,4.0,0.0,4.0,989.96,0.0,2021,2
19278,ART PROVLAII,2.0,0.0,2.0,989.96,0.0,2021,2
19279,ART TUBEMIX,6.0,0.0,6.0,1979.88,0.0,2021,2
19280,Andrew BN-918311,0.0,0.0,0.0,0.0,1.0,2021,2
19281,Andrew H7FB-110-S,0.0,0.0,0.0,0.0,4.0,2021,2
19282,Andrew HJ7-50A,0.0,0.0,0.0,0.0,75.0,2021,2
19283,Angry Audio 991030 (B-Stock),0.0,-1.0,-1.0,-114.75,0.0,2021,2
19284,Audio-Technica AT-LP140XP-SV,1.0,0.0,1.0,558.5,0.0,2021,2
19285,Audio-Technica AT4033A,2.0,0.0,2.0,508.3,0.0,2021,2
19286,Audio-Technica ATR2500X-USB,1.0,0.0,1.0,83.25,0.0,2021,2
19287,AudioScience ASI5810,8.0,0.0,8.0,3224.8,0.0,2021,2
19288,"Bird 1000B3 Element,1kW, 50-125Mhz (B-Stock)",0.0,-1.0,-1.0,-122.4,0.0,2021,2
19289,Bird 25KB32 Element,0.0,-1.0,-1.0,-122.4,0.0,2021,2
19290,Bird 3127-055 Meter & Switch Panel (B-Stock),0.0,-1.0,-1.0,-424.8,0.0,2021,2
19291,Bird 3129,0.0,0.0,0.0,0.0,1.0,2021,2
19292,Bird 4240-002,0.0,0.0,0.0,0.0,1.0,2021,2
19293,"Bird 4610-000 Line Section,Thruline 3-1/8in EIA flanged (B-Stock)",0.0,-1.0,-1.0,-626.4,0.0,2021,2
19294,Broadcast Tools COP-2/RJ,20.0,0.0,20.0,515.2,0.0,2021,2
19295,Broadcast Tools WVRC-8 Plus (B-Stock),0.0,-1.0,-1.0,-1029.48,0.0,2021,2
19296,Burk BTU-4 (B-Stock),0.0,-1.0,-1.0,-45.0,0.0,2021,2
19297,Burk Universal ARC16 modem (B-Stock),0.0,-1.0,-1.0,-36.0,0.0,2021,2
19298,Chicago XLX2000 (B-Stock),0.0,-1.0,-1.0,-49.5,0.0,2021,2
19299,Dbx 286s (B-Stock),0.0,1.0,1.0,154.58,0.0,2021,2
19300,Dielectric R0060000300 (B-Stock),0.0,-1.0,-1.0,-3846.51,0.0,2021,2
19301,Electro-Voice RE20 (B-Stock),0.0,1.0,1.0,328.86,0.0,2021,2
19302,Focusrite Clarett 2Pre USB (B-Stock),0.0,1.0,1.0,313.49,0.0,2021,2
19303,Focusrite Clarett 4Pre USB (B-Stock),0.0,1.0,1.0,470.24,0.0,2021,2
19304,Focusrite Scarlett 18i8 3G (B-Stock),0.0,2.0,2.0,598.48,0.0,2021,2
19305,Focusrite Scarlett 2i2 3G (B-Stock),0.0,1.0,1.0,113.99,0.0,2021,2
19306,Focusrite Scarlett 2i2 3G (FBA),3.0,0.0,3.0,2086.02,0.0,2021,2
19307,Focusrite Scarlett 2i2 Studio 3G,0.0,0.0,0.0,0.0,1.0,2021,2
19308,Focusrite Scarlett Solo 3G,0.0,0.0,0.0,0.0,4.0,2021,2
19309,Focusrite Scarlett Solo Studio 3G (FBA),1.0,0.0,1.0,319.42,0.0,2021,2
19310,Gator RI-POPFILTER,0.0,0.0,0.0,0.0,4.0,2021,2
19311,Hercules P32DJ,6.0,0.0,6.0,978.72,0.0,2021,2
19312,Hercules Universal DJ,1.0,0.0,1.0,163.12,0.0,2021,2
19313,Inovonics 272 (B-Stock),0.0,-1.0,-1.0,-1540.0,0.0,2021,2
19314,Inovonics 531N (B-Stock),0.0,-1.0,-1.0,-2520.0,0.0,2021,2
19315,Inovonics 610 (B-Stock),0.0,-1.0,-1.0,-840.0,0.0,2021,2
19316,Inovonics 637 (B-Stock),0.0,-2.0,-2.0,-1134.0,0.0,2021,2
19317,Inovonics 718 (B-Stock),0.0,-1.0,-1.0,-1474.2,0.0,2021,2
19318,Inovonics 732 (B-Stock),0.0,-1.0,-1.0,-1673.0,0.0,2021,2
19319,Jensen Tools JTK-89R,0.0,0.0,0.0,0.0,1.0,2021,2
19320,LEA SP100 (B-Stock),0.0,-1.0,-1.0,-315.0,0.0,2021,2
19321,MDOUK Audio TX STL-IP (B-Stock),0.0,-2.0,-2.0,-3100.0,0.0,2021,2
19322,MXL MXL-V69 MEDT (FBA),1.0,0.0,1.0,0.0,0.0,2021,2
19323,Marantz DA39PMD (B-Stock),0.0,-1.0,-1.0,-19.8,0.0,2021,2
19324,Microsoft Go Type Cover,0.0,0.0,0.0,0.0,1.0,2021,2
19325,Microsoft Surface Go 2,0.0,0.0,0.0,0.0,1.0,2021,2
19326,Midas Consoles DM12 (B-Stock),0.0,-1.0,-1.0,-175.0,0.0,2021,2
19327,Middle Atlantic DR-12 (B-Stock),0.0,-2.0,-2.0,-81.84,0.0,2021,2
19328,Middle Atlantic MA-U1,0.0,0.0,0.0,0.0,1.0,2021,2
19329,Nixer NIX00522 (B-Stock),0.0,-1.0,-1.0,-1538.9,0.0,2021,2
19330,Nord AMS-NSCL,1.0,0.0,1.0,170.0,0.0,2021,2
19331,Novation Launchpad Pro [MK3],10.0,0.0,10.0,4987.4,0.0,2021,2
19332,Novation Launchpad Sleeve,4.0,0.0,4.0,56.96,0.0,2021,2
19333,On-Stage Stands DS7100B,0.0,0.0,0.0,0.0,1.0,2021,2
19334,Orban 5700I,0.0,1.0,1.0,3216.5,0.0,2021,2
19335,Orban 8700i Demo,0.0,1.0,1.0,10493.0,0.0,2021,2
19336,PolyPhaser AL-LSXM (B-Stock),0.0,-2.0,-2.0,-79.52,0.0,2021,2
19337,Presonus Eris E44,2.0,0.0,2.0,252.0,0.0,2021,2
19338,Presonus Eris E8 XT,6.0,0.0,6.0,936.0,0.0,2021,2
19339,Primus Labor,0.0,0.0,0.0,0.0,4.0,2021,2
19340,RDL Radio Design Labs RU-BLA2 (B-Stock),0.0,-1.0,-1.0,-45.0,0.0,2021,2
19341,RFS 158EIA-LCF78-062,0.0,0.0,0.0,0.0,2.0,2021,2
19342,RFS 716M-LCF78-D01K,0.0,0.0,0.0,0.0,2.0,2021,2
19343,RFS LCF78-50JA,0.0,0.0,0.0,0.0,6.0,2021,2
19344,RODE M5-MP,0.0,0.0,0.0,0.0,3.0,2021,2
19345,RODE NT-USB (B-Stock),0.0,2.0,2.0,450.0,0.0,2021,2
19346,RODE NT-USB MINI (B-Stock),0.0,-1.0,-1.0,-62.1,0.0,2021,2
19347,RODE PSA1 (B-Stock),0.0,1.0,1.0,50.71,0.0,2021,2
19348,RODE Procaster (B-Stock),0.0,-1.0,-1.0,-146.7,0.0,2021,2
19349,RODE RODECaster Pro,0.0,0.0,0.0,0.0,1.0,2021,2
19350,RODE RODECaster Pro (B-Stock),0.0,-9.0,-9.0,-3442.5,0.0,2021,2
19351,RODE Wireless GO,1.0,0.0,1.0,278.0,0.0,2021,2
19352,RODE Wireless GO (B-Stock),0.0,1.0,1.0,125.1,0.0,2021,2
19353,RTW 1163 (B-Stock),0.0,-1.0,-1.0,-134.04,0.0,2021,2
19354,RTW 1186 (B-Stock),0.0,-1.0,-1.0,-134.04,0.0,2021,2
19355,RTW 30050 (B-Stock),0.0,-1.0,-1.0,-585.0,0.0,2021,2
19356,RTW TM3-3G (B-Stock),0.0,-1.0,-1.0,0.0,0.0,2021,2
19357,Radio Design Labs / RDL EZ-MPA2 (B-Stock),0.0,-1.0,-1.0,-118.44,0.0,2021,2
19358,Rapco SSAV-MIC-03,0.0,0.0,0.0,0.0,4.0,2021,2
19359,Rapco SSAV-MIC-20,0.0,0.0,0.0,0.0,7.0,2021,2
19360,Rolls HR78X (B-Stock),0.0,-2.0,-2.0,-300.0,0.0,2021,2
19361,Rolls MA2355 (B-Stock),0.0,-1.0,-1.0,-198.0,0.0,2021,2
19362,Rolls MX153 (B-Stock),0.0,-1.0,-1.0,-100.0,0.0,2021,2
19363,Rolls MX410 Mixer (B-Stock),0.0,-1.0,-1.0,-50.0,0.0,2021,2
19364,Rolls RA63b (B-Stock),0.0,-2.0,-2.0,-226.0,0.0,2021,2
19365,SanDisk 32GB micro SD Card w/ Adapter,0.0,0.0,0.0,0.0,1.0,2021,2
19366,Shure MVi/A-LTG (B-Stock),0.0,-1.0,-1.0,0.0,0.0,2021,2
19367,Shure SE215SPE-B+BT2 (B-Stock),0.0,-1.0,-1.0,-105.0,0.0,2021,2
19368,Shure SM58-LC (B-Stock),0.0,-6.0,-6.0,0.0,0.0,2021,2
19369,Sine Systems DAI-2 (B-Stock),0.0,-1.0,-1.0,0.0,0.0,2021,2
19370,StreamEye 30,0.0,0.0,0.0,0.0,1.0,2021,2
19371,StreamEye Control (B-Stock),0.0,-1.0,-1.0,-203.0,0.0,2021,2
19372,StreamEye IP-Control,0.0,0.0,0.0,0.0,1.0,2021,2
19373,StudioHub ADAPT-LINK-XLRM,0.0,0.0,0.0,0.0,2.0,2021,2
19374,Tannoy LIVEMINI (B-Stock),0.0,-1.0,-1.0,-90.99,0.0,2021,2
19375,Tascam TH-02-B,0.0,0.0,0.0,0.0,2.0,2021,2
19376,Tieline TLB5100PRO (B-Stock),0.0,-1.0,-1.0,-1306.0,0.0,2021,2
19377,Xcelite 1178M,0.0,0.0,0.0,0.0,2.0,2021,2
19378,Yellowtec YT3201 (B-Stock),0.0,-1.0,-1.0,-249.0,0.0,2021,2
19379,Yellowtec YT3206 (B-Stock),0.0,-1.0,-1.0,-312.0,0.0,2021,2
19380,Yellowtec YT3230 (B-Stock),0.0,-2.0,-2.0,-398.24,0.0,2021,2
19381,Zoom Am7 (B-Stock),0.0,1.0,1.0,62.99,0.0,2021,2
19382,Zoom P4,0.0,0.0,0.0,0.0,1.0,2021,2
19383,Zoom ZDM-1 Podcast Mic Pack,0.0,0.0,0.0,0.0,1.0,2021,2
19384,Allen & Heath AH-AB-168 (b-stock),0.0,1.0,1.0,757.74,0.0,2021,2
19385,Allen & Heath AH-ZEDi10 (B-Stock),0.0,1.0,1.0,116.07,0.0,2021,2
19386,Atlas Sound DS7,0.0,-8.0,-8.0,-179.76,0.0,2021,2
19387,Audio-Technica AT2020  B-stock,0.0,1.0,1.0,49.85,0.0,2021,2
19388,Audio-Technica ATW-2120BI,0.0,0.0,0.0,0.0,4.0,2021,2
19389,AudioArts AIR-4,0.0,0.0,0.0,0.0,1.0,2021,2
19390,BW BROADCAST LABOR,0.0,0.0,0.0,0.0,2.0,2021,2
19391,Behringer MONITOR1 (B-Stock),0.0,1.0,1.0,14.99,0.0,2021,2
19392,Belden 8451-0,0.0,0.0,0.0,0.0,200.0,2021,2
19393,Dbx 231s (b-stock),0.0,1.0,1.0,154.58,0.0,2021,2
19394,Decimator Design MC-DMON-QUAD (b-stock),0.0,1.0,1.0,236.0,0.0,2021,2
19395,Electro-Voice 309A,0.0,0.0,0.0,0.0,1.0,2021,2
19396,Electro-Voice 635N/D-B,13.0,0.0,13.0,1418.56,0.0,2021,2
19397,Electro-Voice RE320,0.0,0.0,0.0,0.0,1.0,2021,2
19398,Electro-Voice WSPL-2,0.0,0.0,0.0,0.0,2.0,2021,2
19399,Focusrite Scarlett 18i20 3G,20.0,0.0,20.0,16499.6,0.0,2021,2
19400,Focusrite Scarlett 18i8 3G,30.0,0.0,30.0,18899.4,0.0,2021,2
19401,Focusrite Scarlett 2i2 3G,301.0,0.0,301.0,113997.73000000001,1.0,2021,2
19402,Focusrite Scarlett 2i2 3G (FBA),1.0,0.0,1.0,231.78,0.0,2021,2
19403,Focusrite Scarlett 2i2 Studio (B-Stock),0.0,1.0,1.0,192.37,0.0,2021,2
19404,Focusrite Scarlett OctoPre (B-Stock),0.0,2.0,2.0,569.98,0.0,2021,2
19405,Focusrite Scarlett Solo 3G,230.0,0.0,230.0,41395.399999999994,1.0,2021,2
19406,Focusrite Scarlett Solo 3G (B-Stock),0.0,6.0,6.0,940.44,0.0,2021,2
19407,Focusrite Scarlett Solo Studio 3G (B-Stock),0.0,2.0,2.0,626.96,0.0,2021,2
19408,Gator RI-POPFILTER,0.0,0.0,0.0,0.0,1.0,2021,2
19409,Gepco D61801EZGF.41,0.0,0.0,0.0,0.0,500.0,2021,2
19410,KRK RP5G4WN-NA,0.0,0.0,0.0,0.0,2.0,2021,2
19411,Lewitt LCT-440-PURE (FBA),1.0,0.0,1.0,324.0,0.0,2021,2
19412,Middle Atlantic MA-HW500,10.0,0.0,10.0,843.7,0.0,2021,2
19413,Neutrik NC3FXX,0.0,0.0,0.0,0.0,25.0,2021,2
19414,Neutrik NC3MXX,0.0,0.0,0.0,0.0,25.0,2021,2
19415,Novation Impulse 49 (b-stock),0.0,1.0,1.0,213.74,0.0,2021,2
